연번,관련 근거법,시설종류,시설형태,시설명,군구명,주소,연락처
494,아동복지법,지역아동센터,이용,함께걷기 로뎀나무,계양구,"경명대로 1029번길 22-18, 2층 (계산2동 931-3)",032-205-7212
495,아동복지법,지역아동센터,이용,새벽,계양구,"주부토로 501번길 31, 3층 (계산1동 959-17)",032-549-7375
496,아동복지법,지역아동센터,이용,새봄 ,계양구,"계수로 6-1, 2층 (계산2동 925-20, 복된교회)",032-548-0679
497,아동복지법,지역아동센터,이용,선민아이들세상 ,계양구,"아나지로 144, 2층 (효성동 404-17)",032-549-1474
498,아동복지법,지역아동센터,이용,신나는 교실    ,계양구,"효서로 135번길 11, 2층 (효성2동 232-39)",032-543-0346
499,아동복지법,지역아동센터,이용,씨앗,계양구,"새벌로 120, 208호 (효성2동 196-6)",032-553-0455
500,아동복지법,지역아동센터,이용,행복한돌봄예원,계양구,계양대로 120번길 25-17 (작전2동 856-54),032-204-0424
501,아동복지법,지역아동센터,이용,우리두리,계양구,"효서로 93, 2층 (효성1동 189-2)",032-545-7911
502,아동복지법,지역아동센터,이용,함께걷기이지,계양구,"효서로 39, 5층(효성동)",032-541-7908
503,아동복지법,지역아동센터,이용,인천행복한돌봄임학,계양구,"병방시장로32-1, 2층/301,302호 (임학동246)",032-542-7740
504,아동복지법,지역아동센터,이용,작전행복한홈스쿨,계양구,"주부토로 368, 1층 (작전동 177번지)",070-8255-8174
505,아동복지법,지역아동센터,이용,청운,계양구,"안남로 573번길 26, 401~404호 (효성1동 33-2)",070-4102-1674
506,아동복지법,지역아동센터,이용,하늘씨앗,계양구,"까치말로 15번길 11-2, 3층(작전동)",070-7581-3927
507,아동복지법,지역아동센터,이용,해인,계양구,"경명대로 1045번길 21-5, 3층 (계산2동 931-20)",032-543-8004
508,아동복지법,지역아동센터,이용,행복나눔,계양구,동양로 74-33 (동양동 387-7),032-551-0330
509,아동복지법,지역아동센터,이용,효성,계양구,"효서로 208, 2층 (효성2동 195-8)",032-554-9191
510,아동복지법,지역아동센터,이용,효성사랑,계양구,"안남로 573번길 16, 2층 (효성1동 99-11 뉴서울1차A상가)",032-551-3367
511,아동복지법,지역아동센터,이용,효성중앙,계양구,"새풀로 7번길 37, 2층 (효성2동 602-1)",070-8774-8292
512,아동복지법,지역아동센터,이용,샛별,계양구,"장제로 946번길 16-2, 2층 (병방동92-27)",032-552-2959
513,아동복지법,지역아동센터,이용,해솔,계양구,봉오대로531번길6-9,032-542-1254
514,아동복지법,지역아동센터,이용,소양,계양구,"장제로997번길 2, 2~3층(박촌동)",032-544-6999
515,아동복지법,지역아동센터,이용,BTC,서구,"심곡로 193-14, 3층 (연희동)",032-568-6691
516,아동복지법,지역아동센터,이용,가좌,서구,"여우재로 99, 2층 (가좌동)",032-581-9669
517,아동복지법,지역아동센터,이용,검단,서구,검단로 501번길69,070-8257-7582
518,아동복지법,지역아동센터,이용,그레이스힐,서구,"검단로 623번길 17, 2층(마전동)",032-566-8920
519,아동복지법,지역아동센터,이용,꿈나무,서구,"가석로156번길 14, 3층 (가좌동)",032-577-4025
520,아동복지법,지역아동센터,이용,꿈이자라는,서구,"건지로318번안길 17, 2층 및 3층 일부 302호(가좌동)",032-577-6239
521,아동복지법,지역아동센터,이용,내일을여는 교실,서구,"율도로 109, 202호 (가정동,진흥아파트) ",032-577-5218
522,아동복지법,지역아동센터,이용,늘푸른,서구,"가정로126번길 29, 3층(가좌동)",032-575-7500
523,아동복지법,지역아동센터,이용,백합,서구,"장고개로287번길 6-2, 2층 (가좌동)",032-577-4075
524,아동복지법,지역아동센터,이용,새벽공부방,서구,"장고개로 264, 3층 (가좌동)",032-582-2862
525,아동복지법,지역아동센터,이용,새일꾼,서구,"승학로382번길 6, 2층(검암동)",032-564-0675
526,아동복지법,지역아동센터,이용,샘물,서구,염곡로383번길 24(신현동) ,032-568-3391
527,아동복지법,지역아동센터,이용,서곶,서구,"승학로287번길 27, 2층 (연희동)",070-7783-6900
528,아동복지법,지역아동센터,이용,서로사랑하는,서구,"완정로10번길 8, 3층 (마전동)",032-565-5060
529,아동복지법,지역아동센터,이용,석남,서구,"서달로137번길 13, 2층 (석남동)",032-579-3654
530,아동복지법,지역아동센터,이용,성문,서구,서달로 126,032-573-5545
531,아동복지법,지역아동센터,이용,심곡,서구,"승학로 278, 3층 (심곡동)",032-562-0691
532,아동복지법,지역아동센터,이용,연희,서구,"심곡로 17, 2층 (심곡동)",032-562-9119
533,아동복지법,지역아동센터,이용,오트,서구,"서달로123번길 14, 3층(석남동)",032-573-5755
534,아동복지법,지역아동센터,이용,옹기종기,서구,간촌로31번길 16 (연희동) ,032-565-2554
535,아동복지법,지역아동센터,이용,위누리,서구,길주로142번길24-1,032-584-2047
536,아동복지법,지역아동센터,이용,은가비,서구,건지로284번길 3-4 (가좌동),032-576-1388
537,아동복지법,지역아동센터,이용,진주,서구,신진말로33번길 8-15 (가좌동) ,032-577-2728
538,아동복지법,지역아동센터,이용,푸른꿈,서구,검단로435번길 9-1(왕길동),032-562-5702
539,아동복지법,지역아동센터,이용,푸른솔생활학교,서구,"가정로138번길 14, 2층 (가좌동)",032-577-4009
540,아동복지법,지역아동센터,이용,해바라기,서구,"열우물로 247, 5층(가좌동)",032-581-4043
541,아동복지법,지역아동센터,이용,행복한 ,서구,"염곡로 307-1, 2층 (석남동)",032-581-7395
542,아동복지법,지역아동센터,이용,행복한동산,서구,"완정로178번길52, 1층",032-563-3393
543,아동복지법,지역아동센터,이용,호산나,서구,"원적로120, 403호(가좌동)",070-7527-5213
544,아동복지법,지역아동센터,이용,서구공립,서구,율도로16번길 18(상생마을 도시재생현장지원센터 내),032-582-1701
545,아동복지법,지역아동센터,이용,신나는,강화군,강화읍 신문길 44번길 8-4(신문리),032-934-1905
546,아동복지법,지역아동센터,이용,고인돌,강화군,하점면 강화대로 1089(부근리),032-933-6394
547,아동복지법,지역아동센터,이용,밝은햇살,강화군,강화읍 북문길 6(관청리),032-932-3688
548,아동복지법,지역아동센터,이용,비전,강화군,길상면 길상로 306(온수리),032-937-7173
549,아동복지법,지역아동센터,이용,열매,강화군,강화읍 갑룡길 76-17(갑곳리),032-934-9963
550,아동복지법,지역아동센터,이용,아름다운,강화군,강화읍 동문로 141번길 17-7(옥림리),032-933-6235
551,아동복지법,지역아동센터,이용,제자,강화군,강화읍 갑룡길 84(갑곳리),070-4642-2782
552,아동복지법,지역아동센터,이용,화도마리,강화군,화도면 가능포로 37-12(상방리),032-937-9062
553,아동복지법,지역아동센터,이용,희망터,강화군,길상면 온수길38번길 14(온수리),032-937-7811
554,아동복지법,지역아동센터,이용,강화,강화군,"강화읍 갑룡길117번길28-3, 나동 102호(용정리, 동경빌라)",032-934-5123
555,아동복지법,지역아동센터,이용,영흥,옹진군,영흥면 영흥서로 220,070-4159-2189
556,아동복지법,다함께돌봄센터,이용,강화군 다함께돌봄센터,강화군,"강화군 강화읍 갑룡길 59, 3층",032-933-1709
557,아동복지법,다함께돌봄센터,이용,옹진군 다함께돌봄센터 1호점,옹진군,영흥면 영흥북로 228 1층,070-4151-8598
558,아동복지법,다함께돌봄센터,이용,중구 다함께돌봄센터 1호점,중구,"중구 흰바위로 203, 220동 1층(운서 SK뷰 스카이시티 1차 아파트)",032-751-2050
559,아동복지법,다함께돌봄센터,이용,중구 다함께돌봄센터 2호점,중구,"중구 하늘달빛로 113, 주민공동시설 1층(우미린 2단지 아파트)",032-746-9608
560,아동복지법,다함께돌봄센터,이용,동구 다함께돌봄센터 1호점,동구,동구 새천년로38번길11 동산휴먼시아2단지 내 주민공동시설 2층,032-715-9488
561,아동복지법,다함께돌봄센터,이용,동구 다함께돌봄센터 2호점,동구,"동구 송미로 6, 105동 1층(송림풍림아이원아파트 주민공동시설) ",032-772-0296
562,아동복지법,다함께돌봄센터,이용,동구 다함께돌봄센터 3호점,동구,"동구 새천년로 93, 4층(송림골 꿈드림센터)",032-710-6311
563,아동복지법,다함께돌봄센터,이용,미추홀구 다함께돌봄센터 1호점,미추홀구,미추홀구 구월로 24풍성교회 1층,032-441-2004
564,아동복지법,다함께돌봄센터,이용,미추홀구 다함께돌봄센터 2호점,미추홀구,"미추홀구 매소홀로418번길 14-57(인천종합사회복지관), 2층",070-4575-4008
565,아동복지법,다함께돌봄센터,이용,미추홀구 다함께돌봄센터 3호점,미추홀구,미추홀구 경인로34번길 20(숭의2동 행정복지센터) 2층,032-881-4303
566,아동복지법,다함께돌봄센터,이용,미추홀구 다함께돌봄센터 4호점,미추홀구,"미추홀구 문학길 136(문학길),성해재단 D동 1층",070-7537-1059
567,아동복지법,다함께돌봄센터,이용,미추홀구 다함께돌봄센터 5호점,미추홀구,미추홀구 석정로461번길 21(주안5동 행정복지센터) 2층,032-873-1184
568,아동복지법,다함께돌봄센터,이용,미추홀구 다함께돌봄센터 6호점(사미골 돌봄놀이터),미추홀구,미추홀구 인하로209번길 27(사미골 주민공동이용시설) 2층,
569,아동복지법,다함께돌봄센터,이용,청학동 다함께돌봄센터,연수구,연수구 청학로 비류대로 287,032-831-2204
570,아동복지법,다함께돌봄센터,이용,럭키송도 다함께돌봄센터,연수구,연수구 능허대로79번길 30,032-858-8993
571,아동복지법,다함께돌봄센터,이용,연수2동 다함께돌봄센터,연수구,"연수구 원인재로 158, 3층",032-815-9750
572,아동복지법,다함께돌봄센터,이용,연수1동 다함께돌봄센터,연수구,"연수구 함박안로62번길 41, 2층",032-821-3024
573,아동복지법,다함께돌봄센터,이용,남동구 다함께돌봄센터 1호점(서창2 아이함께자람터),남동구,남동구 서창남로2 서창LH12단지(커뮤니티센터 1층),032-472-3904
574,아동복지법,다함께돌봄센터,이용,남동구 다함께돌봄센터 2호점(서창 더포레스트 아이함께자람터),남동구,"남동구 서창남순환로 140(서창 더포레스트 공공아파트, 주민복지관4)",032-469-3350
575,아동복지법,다함께돌봄센터,이용,남동구 다함께돌봄센터 3호점(서창 청광플러스원 아이함께자람터),남동구,"남동구 서창남순환로 82(서창 청광플러스원아파트, 주민공동시설 2층)",032-464-3350
576,아동복지법,다함께돌봄센터,이용,남동구 다함께돌봄센터 4호점(논현 에코메트로11단지 아이함께자람터),남동구,"남동구 논고개로 17(한화에코메트로 11단지아파트, (구)문화센터)",032-426-3350
577,아동복지법,다함께돌봄센터,이용,남동구 다함께돌봄센터 5호점(논현 논현주공13단지 아이함께자람터),남동구,남동구 포구로 98(휴먼시아 13단지 푸르내마을 아파트 관리사무소 옆),032-425-3350
578,아동복지법,다함께돌봄센터,이용,남동구 다함께돌봄센터 6호점(남촌어울림 아이함께자람터),남동구,남동구 남촌동로26번길 20(남촌동 남촌 커뮤니티센터 2층),032-468-3350
579,아동복지법,다함께돌봄센터,이용,남동구 다함께돌봄센터 7호점(구월힐캐슬 아이함께자람터),남동구,남동구 구월로 192(구월힐스테이트&롯데캐슬골드1단지),032-465-3357
580,아동복지법,다함께돌봄센터,이용,남동구 다함께돌봄센터 8호점(간석1동 아이함께자람터),남동구,남동구 구월로131번길 38(간석동),032-427-4227
581,아동복지법,다함께돌봄센터,이용,부평구다함께돌봄센터 부평꿈자람터,부평구,"부평구 부영로 161, 3층",032-508-0105
582,아동복지법,다함께돌봄센터,이용,부평구다함께돌봄센터 꿈이룸,부평구,"부평구 산청로 112-3, 2층",032-522-8290
583,아동복지법,다함께돌봄센터,이용,부평구다함께돌봄센터 꿈열음,부평구,"부평구 부흥북로 89, 2층",032-361-7379
584,아동복지법,다함께돌봄센터,이용,계양구 다함께돌봄센터,계양구,"계양구 양지로 138, 4층",032-541-4090
585,아동복지법,다함께돌봄센터,이용,계양구 다함께돌봄센터2호점,계양구,"계양구 장기서로 8, 계양1동 행정복지센터 2층",032-547-1213
586,아동복지법,다함께돌봄센터,이용,계양구 다함께돌봄센터3호점,계양구,"계양구 계양대로 201, 새마을금고 5층",032-548-5557
587,아동복지법,다함께돌봄센터,이용,서구 다함께돌봄센터 1호점,서구,서구 봉오재3로 14(LH3단지 주민공동시설 내 1층),032-567-2123
588,아동복지법,다함께돌봄센터,이용,서구 다함께돌봄센터 2호점,서구,서구 봉오재1로 49(루원시티 루에블리 주민공동시설 내 2층),032-710-6530
589,아동복지법,다함께돌봄센터,이용,서로이음 아이돌봄 다함께돌봄센터 3호점,서구,서구 청마로167번길 19(당하동행정복지센터 2층),032-715-7779
590,아동복지법,다함께돌봄센터,이용,서로이음 아이돌봄 다함께돌봄센터 4호점,서구,서구 비즈니스로 166(청라센텀대광로제비앙아파트 주민공동시설 B1층),032-566-0725
591,아동복지법,다함께돌봄센터,이용,서로이음 아이돌봄 다함께돌봄센터 5호점,서구,서구 가현로41 (대원레스피아1차아파트 204동 1층),032-563-2122
592,아동복지법,다함께돌봄센터,이용,서구 다함께돌봄센터 6호점,서구, 서구 청라라임로 85                                       (청라린스트라우스 아파트 102동 주민공동시설 2층),032-567-1929
593,아동복지법,다함께돌봄센터,이용,서구 다함께돌봄센터 7호점,서구,서구 이음3로 220                                         (검단LH20단지 주민공동시설 1층),032-567-7123
594,아동복지법,다함께돌봄센터,이용,서구 다함께돌봄센터 8호점,서구,서구 매밭로 130(한신더휴어반파크 주민공동시설 1층),032-563-8174
595,아동복지법,다함께돌봄센터,이용,서구 다함께돌봄센터 9호점,서구,이음3로 130(유승한내들에듀파트 주민공동시설 1층),032-561-1575
596,아동복지법,아동보호전문기관,이용,인천광역시아동보호전문기관,미추홀구,경원대로 899(주안동),032-434-1391
597,아동복지법,아동보호전문기관,이용,인천북부아동보호전문기관,계양구,"경명대로 1074, 504호(계산동, 삼환빌딩)",032-515-1391
598,아동복지법,아동보호전문기관,이용,인천남부아동보호전문기관,남동구,"남동대로 904, 4층",032-424-1391
599,아동복지법,아동보호전문기관,이용,인천서부아동보호전문기관,서구,"서구 완정로 153, 10층 1001호(왕길동, 이레메디칼센타)",032-563-1931
600,아동복지법,아동보호전문기관,이용,인천중부아동보호전문기관,동구,송화로52번길 14-3,032-765-1391
601,아동복지법,아동보호전문기관,이용,인천검암아동보호전문기관,서구,승학로 528(검암동),032-424-1391
602,아동복지법,학대피해아동쉼터,생활,늘해랑,미추홀구,비공개,
603,아동복지법,학대피해아동쉼터,생활,레인보우,남동구,비공개,
604,아동복지법,학대피해아동쉼터,생활,꿈나래,부평구,비공개,
605,아동복지법,학대피해아동쉼터,생활,홀트미추홀,계양구,비공개,
606,아동복지법,학대피해아동쉼터,생활,도토리,계양구,비공개,
607,아동복지법,학대피해아동쉼터,생활,서로이음,서구,비공개,
608,아동복지법,학대피해아동쉼터,생활,서동이,서구,비공개,
609,청소년복지지원법,청소년복지시설,이용,청소년일시이동형쉼터,남동구,경인로728번길 1 2층,032-522-0691
610,청소년복지지원법,청소년복지시설,생활,청소년일시쉼터 한울타리,부평구,경인로 1059번길 10,032-516-1318
611,청소년복지지원법,청소년복지시설,생활,청소년일시쉼터 꿈꾸는별,계양구,양지로 153,032-817-1318
612,청소년복지지원법,청소년복지시설,생활,청소년단기쉼터 하모니(여),남동구,인주대로 801,032-468-1318
613,청소년복지지원법,청소년복지시설,생활,청소년단기쉼터 하늘목장(여),부평구,수변로 45-2,032-528-2216
614,청소년복지지원법,청소년복지시설,생활,청소년단기쉼터 바다의별(남),미추홀구,남주길 125번길 5,032-438-1318
615,청소년복지지원법,청소년복지시설,생활,청소년단기쉼터 우리들(남),부평구,아트센터로60번길 4,032-442-1388
616,청소년복지지원법,청소년복지시설,생활,청소년중장기쉼터 예꿈(여),남동구,백범로 157번길 34-15 3층,032-465-1393
617,청소년복지지원법,청소년복지시설,생활,남자청소년 자립지원관 별바라기,부평구,마장로 367번길 40,032-875-1319
618,청소년복지지원법,청소년복지시설,생활,여자청소년 자립지원관 행복자리,남동구,문화로 167번길 40-17 301호,032-467-1398
619,다문화가족지원법,다문화가족지원센터,이용,부평구 다문화가족지원센터,부평구,열우물로 103(십정동),032-511-1800
620,건강가정기본법,가족센터,이용,강화군 가족센터,강화군,강화읍북문길11-1,032-932-1005
621,건강가정기본법,가족센터,이용,옹진군 가족센터,옹진군,옹진군 영흥면 영흥북로 228,032-880-1720
622,건강가정기본법,가족센터,이용,중구 가족센터,중구,답동로23(경동),032-763-9337
623,건강가정기본법,가족센터,이용,동구 가족센터,동구,"인천 동구 솔빛로 22번길 2, 4층",032-773-0297
624,건강가정기본법,가족센터,이용,미추홀구 가족센터,미추홀구,낙섬중로 129,032-875-2993
625,건강가정기본법,가족센터,이용,연수구 가족센터,연수구,청능대로 109,032-851-2740
626,건강가정기본법,가족센터,이용,남동구 가족센터,남동구,문화서로 62번길 13,032-467-3904
627,건강가정기본법,건강가정지원센터,이용,부평구 건강가정지원센터,부평구,부영로 161,032-508-0121
628,건강가정기본법,가족센터,이용,계양구 가족센터,계양구,계양산로 102번길 5,032-547-1017
629,건강가정기본법,가족센터,이용,서구 가족센터,서구,경명대로 693번길 6,032-569-1560
630,한부모가족지원법,한부모가족복지시설,생활,스텔라의 집,미추홀구,승학길26번길 40,032-864-0055
631,한부모가족지원법,한부모가족복지시설,생활,빈첸시아의 집,미추홀구,수봉로 33번길 64,032-872-3101
632,한부모가족지원법,한부모가족복지시설,생활,은혜주택,미추홀구,비공개, 
633,한부모가족지원법,한부모가족복지시설,생활,모니카의집,연수구,청량로 184번길 16,032-832-8075
634,한부모가족지원법,한부모가족복지시설,생활,푸르뫼Mom&Kids,연수구,청솔로 51,032-832-1468
635,한부모가족지원법,한부모가족복지시설,생활,세움누리의 집,부평구,백범로478번길 8-7,032-504-2227
636,한부모가족지원법,한부모가족복지시설,생활,인천자모원,중   구,우현로50번길 23-2,032-772-0071
637,한부모가족지원법,한부모가족복지시설,생활,아담채,남동구,경신로 47,032-461-2324
638,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률,정신요양시설,생활,강화정신요양원,강화군,선원면 고식이길 20번길 19-3,032-933-4578
639,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률,정신요양시설,생활,소망의집,서구,심곡로 132번길 22,032-563-2322
640,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률,정신재활시설(공동생활가정),생활,라온숨,중구,도원로 20번길 34 대건하이츠 202호,032-216-5678
641,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률,정신재활시설(공동생활가정),생활,라온제나,동구,"화도로 50번길 12, 푸른좋은집 B01호",070-4038-8384
642,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률,정신재활시설(공동생활가정),생활,꿈의둥지,미추홀구,"소성로 318번길 8-26, 302호",070-8616-4587
643,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률,정신재활시설(공동생활가정),생활,미추홀하우스,미추홀구,경인로 268번길 33-13,032-872-0320
644,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률,정신재활시설(공동생활가정),생활,리앤리,연수구,한나루로 186번길 54,032-207-9477
645,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률,정신재활시설(공동생활가정),생활,해피하우스,연수구,한나루로 186번길 54,070-4090-0811
646,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률,정신재활시설(공동생활가정),생활,마음자리,남동구,"경인로 599번길 26-6, 좋은하루 다동 201-202호",032-502-7081
647,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률,정신재활시설(공동생활가정),생활,희망샘,부평구,"대정로 30, 5층",032-361-7880
648,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률,정신재활시설(공동생활가정),생활,네모의 꿈,계양구 ,"아나지로307번길 8-1, 대경빌라트 601동302호",070-7604-0804
649,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률,정신재활시설(공동생활가정),생활,꿈을담다,서구,"서달로179번길 12-9, 2동 101호(가정동,인향아파트)",032-287-0776
650,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률,정신재활시설(주간재활),이용,월산사회복귀시설,부평구,평천로 319-5,032-507-4892
651,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률,정신재활시설(주간재활),이용,연수새누리 정신재활시설,연수구,연수구 앵고개로 183 남동부수도사업소 2층,032-813-4760
652,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률,정신재활시설(주간재활),이용,남동정신재활시설 그루터기,남동구,"담방서로 23번길 17, 남동구장애인복지관(별관3층)",032-472-6419
653,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률,정신재활시설(주간재활),이용,해피투게더,계양구 ,"길마로 60, 5층",032-545-7585
