facility_id,facility_name,district,legal_dong,address,phone,category_major,category_detail,facility_form,capacity_max_reported,current_occupancy_max_reported,staff_count_max_reported,latitude,longitude,designation_date,installation_date,status,source_as_of_date_latest,source_datasets,source_names,source_files,source_facility_codes,observation_count,source_count,entity_match_rule
fac_68f77f10050b9591,연수허브주간보호센터,연수구,선학동,인천광역시 연수구 선학2로 13 선학시영 상가내 (선학동 347),032-817-2091,장애인복지,장애인 지역사회 재활시설,장애인 지역사회 재활시설,16,15,6,37.43338,126.698362,,2000-09-28,,2026-03-09,yeonsu_disabled,인천광역시 연수구_장애인 복지시설 현황_20260309,yeonsu_disabled_facilities_20260316.csv,,1,1,exact_normalized_district_name_address
fac_691031f7d35dcdbb,시잡인재가복지센터,미추홀구,주안동,인천광역시 미추홀구 인하로 385 (주안동),032-441-8361,노인복지,방문요양 | 재가노인복지시설 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,34,37.44832667,126.6911718,2021-03-01,2021-03-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700512,3,3,exact_normalized_district_name_address
fac_6ae9eb8af769688e,이레재가노인복지센터,미추홀구,학익동,"인천광역시 미추홀구 학익소로 55, 2층 202호 (학익동, 청솔빌딩)",032-887-8583,노인복지,재가노인복지시설,,,,,37.442943,126.670564,2025-06-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_72d523b0046fbbce,고은재가복지센터,미추홀구,숭의동,"인천광역시 미추홀구 경인로 120, 2층 19-1호 (숭의동)",032-872-8999,노인복지,방문목욕 | 방문요양 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,56,37.46593362,126.6559052,2021-01-01,2021-01-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700504,5,3,exact_normalized_district_name_address
fac_7317fa6b20534c38,대교뉴이프 데이케어센터 인천미추홀센터,미추홀구,학익동,"인천광역시 미추홀구 매소홀로 442, 2층 (학익동, 인천향교회관)",032-861-9114,노인복지,방문요양 | 재가노인복지시설 | 재가노인복지시설 방문요양 | 재가노인복지시설 주야간보호 | 주야간보호,장기요양기관 | 재가복지,35,,9,37.43953362,126.6710362,2023-12-01,2023-12-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700643,5,3,exact_normalized_district_name_address
fac_73e927bfed2779cc,평화노인복지센터,미추홀구,주안동,"인천광역시 미추홀구 주안로 40, 201호 (주안동, 앙상블1차)",032-421-2228,노인복지,방문목욕 | 방문요양 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,19,37.46397482,126.6740162,2022-12-12,2022-12-12,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700600,5,3,exact_normalized_district_name_address
fac_7826a181767baacb,라라요양원,미추홀구,관교동,인천광역시 미추홀구 경원대로652번길 19-15 (관교동),0327217753,노인복지,노인요양시설 | 노인요양시설(개정법) | 노인의료복지시설,의료복지 | 장기요양기관,60,,30,37.44210368,126.6939521,2021-12-01,2021-12-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,12817700543,3,3,exact_normalized_district_name_address
fac_7b37d73fccb216f2,미추홀늘푸른요양원,미추홀구,용현동,"인천광역시 미추홀구 토금중로40번길 25, 2층 (용현동)",032-423-8870,노인복지,노인의료복지시설,,29,,,37.45175,126.637072,2024-12-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_7c2d27327d615ed6,가희노인복지센터,미추홀구,문학동,"인천광역시 미추홀구 문학길 38, 101호 (문학동, 대산주택)",032-213-2405,노인복지,재가노인복지시설,,,,,37.43683555,126.680969,2022-01-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_7c9c84f0e0cd28f8,시온재가장기요양센터,미추홀구,주안동,"인천광역시 미추홀구 동주길67번길 8-2, 1층 101호 (주안동)",032-246-5007,노인복지,방문목욕 | 방문요양 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,27,37.45448918,126.6844036,2023-06-01,2023-06-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700623,5,3,exact_normalized_district_name_address
fac_7d9cf19625719e0d,함께가는재가복지센터,미추홀구,주안동,"인천광역시 미추홀구 미추홀대로614번길 3, 5층 (주안동, 씨티프라자)",032-872-1979,노인복지,재가노인복지시설,,,,,37.452445,126.680185,2024-10-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_7ddf63f6a301cc12,백세재가복지센터,미추홀구,주안동,"인천광역시 미추홀구 인주대로408번길 16, 1층 (주안동)",032-244-1003,노인복지,방문목욕 | 방문요양 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,25,37.45042534,126.6816113,2024-05-01,2024-05-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700658,5,3,exact_normalized_district_name_address
fac_7eb65138a7189e74,인천재가노인지원서비스센터,미추홀구,학익동,인천광역시 미추홀구 매소홀로386번길 32 (학익동),032-872-9088,노인복지,방문요양 | 재가노인복지시설 | 재가노인복지시설 방문요양 | 재가노인지원서비스,이용 | 장기요양기관 | 재가복지,,,3,37.43863229,126.6645458,2008-06-02,2008-05-23,,2026-06-30,incheon_elderly | incheon_welfare | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630 | 인천광역시_사회복지시설 현황_20250131,incheon_elderly_welfare_facilities_20260630.xlsx | incheon_welfare_facilities_20250131.csv | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817000013,5,4,exact_normalized_district_name_address
fac_811fdc20579021e6,가람노인복지센터,미추홀구,용현동,"인천광역시 미추홀구 인주대로266번길 28-6, 101호 (용현동)",032-876-7898,노인복지,방문목욕 | 방문요양 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,20,37.45167033,126.665169,2022-11-01,2022-11-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700592,5,3,exact_normalized_district_name_address
fac_8146c7c97eef8dc7,신경인재활주간보호센터,미추홀구,주안동,"인천광역시 미추홀구 경원대로 865, 메디프렌드 주안센터동 4층 (주안동)",032-433-3457,노인복지,재가노인복지시설,,44,,,37.46005415,126.6891204,2021-01-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_844f742e665559ec,돌보미재가복지센터,미추홀구,주안동,"인천광역시 미추홀구 경원대로 890, B11호 (주안동, 보미 리즌빌)",032-715-8428,노인복지,방문목욕 | 방문요양 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,47,37.46215949,126.6902375,2022-09-01,2022-09-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700581,5,3,exact_normalized_district_name_address
fac_846c3cff6211c663,미추홀구 구립 치매전담형 주간보호센터 미추홀돌봄의집,미추홀구,숭의동,"인천광역시 미추홀구 독배로 443, 2층 280호 (숭의동, 삼화복합빌딩)",032-883-0310,노인복지,재가노인복지시설,,48,,,37.464582,126.658705,2022-08-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_89a56843e4d5f311,그린1요양원,미추홀구,주안동,"인천광역시 미추홀구 주안로213번길 10-1, 6층 (주안동)",0324229114,노인복지,노인요양공동생활가정 | 노인의료복지시설,의료복지 | 장기요양기관,9,,6,37.46388213,126.6939349,2025-11-01,2025-11-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,12817700720,3,3,exact_normalized_district_name_address
fac_8b102aefab59b643,가람요양원,미추홀구,용현동,"인천광역시 미추홀구 매소홀로 81-1, 6층 (용현동)",0328866700,노인복지,노인요양공동생활가정 | 노인의료복지시설,의료복지 | 장기요양기관,9,,6,37.4491909,126.6347668,2024-04-01,2024-04-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,12817700657,3,3,exact_normalized_district_name_address
fac_8b2e8f1d39c028a8,생명수요양원,미추홀구,주안동,인천광역시 미추홀구 인하로 193 (주안동),0328747070,노인복지,노인요양시설 | 노인요양시설(개정법) | 노인의료복지시설,의료복지 | 장기요양기관,41,,25,37.4489507,126.6694842,2019-09-23,2019-09-23,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,12817700443,3,3,exact_normalized_district_name_address
fac_8b4a53bb34027cc6,행복플러스방문요양센터,미추홀구,숭의동,"인천광역시 미추홀구 독배로 494, 2~3층 (숭의동)",032-888-0045,노인복지,재가노인복지시설,,,,,37.46195,126.644321,2025-05-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_8c2932e1c7a842cd,해피하우스요양원,미추홀구,학익동,"인천광역시 미추홀구 학익소로61번길 21-11, 2층 (학익동)",0328768899,노인복지,노인요양시설 | 노인요양시설(개정법) | 노인의료복지시설,의료복지 | 장기요양기관,25,,16,37.44298848,126.6711091,2021-06-01,2021-06-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,12817700517,3,3,exact_normalized_district_name_address
fac_8e0b137e287d05ce,소망재가노인복지센터,미추홀구,도화동,"인천광역시 미추홀구 연송로86번길 64-14, 102호 (도화동)",032-777-8808,노인복지,방문목욕 | 방문요양 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,2,37.47789327,126.6551518,2021-04-01,2021-04-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700513,5,3,exact_normalized_district_name_address
fac_8ea91d14e673acf2,진요양원,미추홀구,학익동,"인천광역시 미추홀구 학익소로 67, 7층 (학익동, 신세계빌딩)",0328649902,노인복지,노인요양공동생활가정 | 노인의료복지시설,의료복지 | 장기요양기관,9,,8,37.44171042,126.6707648,2021-11-05,2021-11-05,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,12817700537,3,3,exact_normalized_district_name_address
fac_8f71a1695805167f,인화 재가노인복지센터,미추홀구,용현동,"인천광역시 미추홀구 인주대로252번길 28, 102호 (용현동)",032-861-3390,노인복지,방문목욕 | 방문요양 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,104,37.45198638,126.6637945,2022-12-01,2022-12-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700594,5,3,exact_normalized_district_name_address
fac_8f9631089f252724,푸른솔재가노인복지센터,미추홀구,관교동,"인천광역시 미추홀구 경원대로696번길 12, 1층 (관교동)",032-279-6149,노인복지,재가노인복지시설,,,,,37.44467132,126.6908806,2022-03-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_9055896e808d07e1,주안愛요양원,미추홀구,주안동,"인천광역시 미추홀구 주안중로50번길 3 (주안동, 부건프라자 5,6층)",0324423114,노인복지,노인요양시설 | 노인요양시설(개정법) | 노인의료복지시설,의료복지 | 장기요양기관,41,,14,37.46308776,126.6830834,2013-07-23,2013-07-23,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,12817000240,3,3,exact_normalized_district_name_address
fac_905ba84bf3cdce3d,새봄재활주야간보호센터,미추홀구,주안동,"인천광역시 미추홀구 미추홀대로614번길 3, 5층 (주안동, 씨티프라자)",032-437-0101,노인복지,재가노인복지시설,,18,,,37.45217768,126.6800618,2020-05-06,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_90bd48a7b772b259,미추홀재가노인지원서비스센터,미추홀구,주안동,인천광역시 미추홀구 염창로 97 (주안동),032-876-8182,노인복지,방문요양 | 재가노인복지시설 | 재가노인복지시설 방문요양 | 재가노인지원서비스,이용 | 장기요양기관 | 재가복지,,,11,37.46559847,126.6849558,2023-04-01,2023-04-01,,2026-06-30,incheon_elderly | incheon_welfare | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630 | 인천광역시_사회복지시설 현황_20250131,incheon_elderly_welfare_facilities_20260630.xlsx | incheon_welfare_facilities_20250131.csv | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700616,5,4,exact_normalized_district_name_address
fac_916dd0901fc63705,힘찬재활주간보호센터,미추홀구,주안동,"인천광역시 미추홀구 주안로 115, 5층 (주안동)",032-426-2801,노인복지,재가노인복지시설 | 재가노인복지시설 주야간보호 | 주야간보호,장기요양기관 | 재가복지,54,,11,37.46422654,126.6825809,2024-07-01,2024-07-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700664,3,3,exact_normalized_district_name_address
fac_91a21be604c031f7,이원건강의료기 인천보훈점,미추홀구,용현동,"인천광역시 미추홀구 인주대로132번길 14, 1층 (용현동)",032-886-9744,노인복지,재가노인복지시설,,,,,37.45571564,126.6517815,2022-10-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_94ec8fc4ce48c04a,그룹홈안젤로2호,연수구,,"인천광역시 연수구 청학로28번길 14,301호",032-832-8325,장애인복지,장애인 거주시설,장애인 거주시설,4,3,1,37.429808,126.664155,,2014-05-12,,2026-03-09,yeonsu_disabled,인천광역시 연수구_장애인 복지시설 현황_20260309,yeonsu_disabled_facilities_20260316.csv,,1,1,exact_normalized_district_name_address
fac_9676c6b767c5b4f8,연사랑노인복지센터,미추홀구,도화동,"인천광역시 미추홀구 석정로 303, 1층 2호 (도화동)",032-428-2290,노인복지,재가노인복지시설,,,,,37.46835,126.669356,2025-06-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_96ee6395f1654bf9,그린 재가노인복지센터,미추홀구,숭의동,"인천광역시 미추홀구 경인로34번길 20, 6~7층 (숭의동)",032-221-0905,노인복지,재가노인복지시설,,,,,37.46313,126.647322,2022-11-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_987fd8d361eb6d8d,행복드림요양원2,미추홀구,주안동,"인천광역시 미추홀구 인주대로 495, 4층 (주안동)",0324381999,노인복지,노인요양공동생활가정 | 노인의료복지시설,의료복지 | 장기요양기관,9,,6,37.45090942,126.6918313,2014-12-01,2014-12-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,12817000268,3,3,exact_normalized_district_name_address
fac_9912c227e453923b,부모사랑요양센터,미추홀구,주안동,인천광역시 미추홀구 인하로367번길 16 (주안동),032-423-8850,노인복지,방문간호 | 방문목욕 | 방문요양 | 재가노인복지시설 | 재가노인복지시설 방문간호 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,45,37.448992,126.6893248,2021-03-01,2021-03-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700510,7,3,exact_normalized_district_name_address
fac_9963307210eca47c,사랑나눔 노인복지센터,미추홀구,주안동,"인천광역시 미추홀구 미추홀대로646번길 70, 102호 (주안동)",032-228-2580,노인복지,재가노인복지시설,,,,,37.45477954,126.6839851,2022-10-18,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_9bca196c43ef6cc8,하림재가복지센터,미추홀구,도화동,인천광역시 미추홀구 경인로252번안길 27-1 (도화동),070-4320-1003,노인복지,재가노인복지시설,,,,,37.46241677,126.667825,2023-10-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_9bde2bb9c59de633,비타민 재가노인복지센터,미추홀구,학익동,"인천광역시 미추홀구 한나루로 400, 167호 (학익동)",032-858-4331,노인복지,재가노인복지시설,,,,,37.44351498,126.6649652,2022-12-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_9bf0430890eb8617,사랑품은 요양원,미추홀구,용현동,"인천광역시 미추홀구 토금남로 2, 704호 (용현동, 노블레스빌딩)",032-888-3363,노인복지,노인의료복지시설,,24,,,37.45289894,126.632915,2022-11-09,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_9cce44305fded5b1,한방재활요양원,미추홀구,주안동,인천광역시 미추홀구 한나루로586번길 80 (주안동),032-255-8809,노인복지,노인의료복지시설,,29,,,37.457897,126.676337,2024-09-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_9d5cb07d65dccb10,가족사랑재가노인복지센터,미추홀구,도화동,"인천광역시 미추홀구 연송로86번길 64-14, 102호 (도화동)",032-889-2928,노인복지,재가노인복지시설,,,,,37.478034,126.655216,2025-05-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_9d6e28d2d12e27c4,다온노인재가복지센터,미추홀구,주안동,인천광역시 미추홀구 인하로 385 (주안동),032-423-5274,노인복지,재가노인복지시설,,,,,37.448502,126.691224,2025-05-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_9f034d96806fe436,김간호사 재활주간보호 재가복지센터,미추홀구,도화동,"인천광역시 미추홀구 경인로 221, 101동 102호 (도화동, 나산아파트)",032-724-9434,노인복지,재가노인복지시설 | 재가노인복지시설 방문간호 | 재가노인복지시설 방문요양 | 재가노인복지시설 주야간보호 | 주야간보호,장기요양기관 | 재가복지,72,,15,37.46523237,126.6675197,2019-12-04,2019-12-04,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700474,5,3,exact_normalized_district_name_address
fac_9fde39499aabf154,케어닥 방문요양돌봄센터 용현파트너점,미추홀구,용현동,"인천광역시 미추홀구 낙섬중로 129, 상가4동 206호 (용현동, 엘에이치미추홀3단지)",032-888-2654,노인복지,방문요양 | 재가노인복지시설 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,28,37.4582401,126.6427291,2023-09-01,2023-09-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700632,3,3,exact_normalized_district_name_address
fac_a099f9976cbb1655,그린2요양원,미추홀구,주안동,"인천광역시 미추홀구 주안로213번길 10-1, 7층 (주안동)",0324229114,노인복지,노인요양공동생활가정 | 노인의료복지시설,의료복지 | 장기요양기관,9,,4,37.46388213,126.6939349,2025-11-01,2025-11-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,12817700721,3,3,exact_normalized_district_name_address
fac_a2dd014790c84f13,경인노인요양공동생활가정,미추홀구,주안동,"인천광역시 미추홀구 석정로 411, 5층 (주안동)",032-868-9998,노인복지,노인의료복지시설,,9,,,37.46693467,126.6813625,2024-06-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
